"zcta","county","city","state","business_name","business_type","num_employees","years_in_operation","dataset"
"01762","11648",,"PA","Business 9184","Grocery Store",29,15,"NETS"
"27251","11610","Coppermill Valley","PA","Business 47","Gas Station",8,22,"NETS"
"27251","11610","Coppermill Valley","PA","Business 3664","Grocery Store",89,9,"NETS"
"27251","11610","Coppermill Valley","PA","Business 7748","Electronics Store",87,25,"NETS"
"27251","11610","Coppermill Valley","PA","Business 7735","Grocery Store",71,26,"NETS"
"27251","11610","Coppermill Valley","PA","Business 4255","Pharmacy",72,8,"NETS"
"27251","11610","Coppermill Valley","PA","Business 7566","Electronics Store",3,5,"NETS"
"27251","11610","Coppermill Valley","PA","Business 7875","Clothing Store",8,19,"NETS"
"27251","11610","Coppermill Valley","PA","Business 9387","Grocery Store",90,26,"NETS"
"27251","11610","Coppermill Valley","PA","Business 3919","Grocery Store",22,15,"NETS"
"27251","11610","Coppermill Valley","PA","Business 5597","Hardware Store",68,9,"NETS"
"69961","11730",,"PA","Business 6283","Electronics Store",88,17,"NETS"
"69961","11730",,"PA","Business 7170","Gas Station",47,10,"NETS"
"69961","11730",,"PA","Business 9328","Grocery Store",65,5,"NETS"
"88698","11989","Everwood Springs","PA","Business 886","Clothing Store",66,4,"NETS"
"88698","11989","Everwood Springs","PA","Business 7854","Gas Station",11,23,"NETS"
"88698","11989","Everwood Springs","PA","Business 5653","Restaurant",18,13,"NETS"
"88698","11989","Everwood Springs","PA","Business 4871","Gas Station",78,8,"NETS"
"88698","11989","Everwood Springs","PA","Business 8412","Hardware Store",60,24,"NETS"
"88698","11989","Everwood Springs","PA","Business 7982","Hardware Store",95,14,"NETS"
"88698","11989","Everwood Springs","PA","Business 7610","Grocery Store",100,3,"NETS"
"88698","11989","Everwood Springs","PA","Business 7425","Gas Station",67,24,"NETS"
"63162","11041","Silverstone Ridge","PA","Business 7002","Pharmacy",96,12,"NETS"
"63162","11041","Silverstone Ridge","PA","Business 69","Gas Station",10,7,"NETS"
"63162","11041","Silverstone Ridge","PA","Business 3782","Gas Station",32,4,"NETS"
"63162","11041","Silverstone Ridge","PA","Business 2586","Gas Station",26,8,"NETS"
"63162","11041","Silverstone Ridge","PA","Business 5764","Pharmacy",64,5,"NETS"
"13344","11554","Liberty Meadows","PA","Business 2975","Hardware Store",73,4,"NETS"
"13344","11554","Liberty Meadows","PA","Business 6579","Clothing Store",90,28,"NETS"
"13344","11554","Liberty Meadows","PA","Business 2591","Clothing Store",80,29,"NETS"
"13344","11554","Liberty Meadows","PA","Business 8681","Grocery Store",25,12,"NETS"
"13344","11554","Liberty Meadows","PA","Business 719","Gas Station",69,29,"NETS"
"13344","11554","Liberty Meadows","PA","Business 4847","Grocery Store",35,29,"NETS"
"13344","11554","Liberty Meadows","PA","Business 3249","Clothing Store",56,21,"NETS"
"13344","11554","Liberty Meadows","PA","Business 1287","Grocery Store",98,13,"NETS"
"13344","11554","Liberty Meadows","PA","Business 8787","Hardware Store",23,12,"NETS"
"13344","11554","Liberty Meadows","PA","Business 9791","Electronics Store",5,1,"NETS"
"83956","11880",,"PA","Business 8780","Electronics Store",56,8,"NETS"
"83956","11880",,"PA","Business 4877","Hardware Store",32,25,"NETS"
"83956","11880",,"PA","Business 5833","Clothing Store",7,26,"NETS"
"83956","11880",,"PA","Business 2965","Hardware Store",100,20,"NETS"
"97921","11295","Silverstone Ridge","PA","Business 3689","Gas Station",12,22,"NETS"
"97921","11295","Silverstone Ridge","PA","Business 9378","Clothing Store",30,13,"NETS"
"97921","11295","Silverstone Ridge","PA","Business 8578","Hardware Store",89,8,"NETS"
"97921","11295","Silverstone Ridge","PA","Business 9722","Gas Station",96,25,"NETS"
"97921","11295","Silverstone Ridge","PA","Business 1966","Clothing Store",44,6,"NETS"
"97921","11295","Silverstone Ridge","PA","Business 8613","Clothing Store",88,1,"NETS"
"79943","11791",,"PA","Business 7686","Hardware Store",86,26,"NETS"
"79943","11791",,"PA","Business 2208","Pharmacy",74,6,"NETS"
"01607","11667","Everwood Springs","PA","Business 2678","Electronics Store",43,23,"NETS"
"01607","11667","Everwood Springs","PA","Business 7645","Restaurant",88,10,"NETS"
"01607","11667","Everwood Springs","PA","Business 3635","Gas Station",64,26,"NETS"
"01607","11667","Everwood Springs","PA","Business 6559","Pharmacy",20,7,"NETS"
"01607","11667","Everwood Springs","PA","Business 8243","Electronics Store",11,1,"NETS"
"01607","11667","Everwood Springs","PA","Business 6305","Restaurant",93,12,"NETS"
"01607","11667","Everwood Springs","PA","Business 8385","Hardware Store",31,24,"NETS"
"01607","11667","Everwood Springs","PA","Business 925","Restaurant",19,27,"NETS"
"43391","11260","Everwood Springs","PA","Business 1977","Restaurant",97,12,"NETS"
"43391","11260","Everwood Springs","PA","Business 6463","Clothing Store",86,19,"NETS"
"43391","11260","Everwood Springs","PA","Business 2622","Gas Station",20,10,"NETS"
"43391","11260","Everwood Springs","PA","Business 6113","Gas Station",14,16,"NETS"
"43391","11260","Everwood Springs","PA","Business 1386","Pharmacy",88,18,"NETS"
"14303","11290",,"PA","Business 4956","Grocery Store",40,30,"NETS"
"67147","11922","Coppermill Valley","PA","Business 6774","Grocery Store",10,20,"NETS"
"67147","11922","Coppermill Valley","PA","Business 3185","Electronics Store",18,12,"NETS"
"67147","11922","Coppermill Valley","PA","Business 1051","Clothing Store",81,4,"NETS"
"67147","11922","Coppermill Valley","PA","Business 6975","Grocery Store",47,14,"NETS"
"67147","11922","Coppermill Valley","PA","Business 8681","Pharmacy",22,22,"NETS"
"67147","11922","Coppermill Valley","PA","Business 9875","Restaurant",69,15,"NETS"
"67147","11922","Coppermill Valley","PA","Business 8360","Grocery Store",22,11,"NETS"
"67147","11922","Coppermill Valley","PA","Business 2476","Electronics Store",56,18,"NETS"
"67147","11922","Coppermill Valley","PA","Business 5818","Pharmacy",13,27,"NETS"
"67147","11922","Coppermill Valley","PA","Business 6940","Grocery Store",40,6,"NETS"
"99873","11559",,"PA","Business 4789","Hardware Store",83,10,"NETS"
"99873","11559",,"PA","Business 8789","Gas Station",36,21,"NETS"
"61034","11192",,"PA","Business 8789","Grocery Store",93,30,"NETS"
"61034","11192",,"PA","Business 62","Clothing Store",55,12,"NETS"
"61034","11192",,"PA","Business 3979","Clothing Store",52,25,"NETS"
"61034","11192",,"PA","Business 5240","Pharmacy",78,1,"NETS"
"90361","11321","Everwood Springs","PA","Business 1575","Pharmacy",35,16,"NETS"
"90361","11321","Everwood Springs","PA","Business 4085","Restaurant",94,14,"NETS"
"90361","11321","Everwood Springs","PA","Business 6562","Clothing Store",81,23,"NETS"
"90361","11321","Everwood Springs","PA","Business 886","Clothing Store",87,4,"NETS"
"90361","11321","Everwood Springs","PA","Business 9672","Gas Station",33,2,"NETS"
"90361","11321","Everwood Springs","PA","Business 7875","Pharmacy",15,15,"NETS"
"90361","11321","Everwood Springs","PA","Business 9227","Electronics Store",10,3,"NETS"
"90361","11321","Everwood Springs","PA","Business 5885","Electronics Store",46,16,"NETS"
"90361","11321","Everwood Springs","PA","Business 6300","Pharmacy",23,13,"NETS"
"09813","11711",,"PA","Business 2785","Electronics Store",62,22,"NETS"
"09813","11711",,"PA","Business 7279","Hardware Store",5,24,"NETS"
"09813","11711",,"PA","Business 3978","Hardware Store",81,25,"NETS"
"99314","11657",,"PA","Business 3962","Grocery Store",79,18,"NETS"
"77391","11127",,"PA","Business 9986","Gas Station",87,9,"NETS"
"77391","11127",,"PA","Business 9808","Electronics Store",45,4,"NETS"
"77391","11127",,"PA","Business 1491","Grocery Store",99,19,"NETS"
"68807","11223",,"PA","Business 7192","Hardware Store",80,27,"NETS"
"68807","11223",,"PA","Business 3364","Grocery Store",68,13,"NETS"
"68807","11223",,"PA","Business 9865","Clothing Store",52,23,"NETS"
"72042","11427",,"PA","Business 2783","Pharmacy",17,10,"NETS"
"72042","11427",,"PA","Business 4475","Restaurant",39,13,"NETS"
"90928","11420",,"PA","Business 4999","Grocery Store",42,2,"NETS"
"90928","11420",,"PA","Business 6154","Clothing Store",6,17,"NETS"
"90928","11420",,"PA","Business 6214","Pharmacy",31,13,"NETS"
"90928","11420",,"PA","Business 4827","Electronics Store",80,17,"NETS"
"46339","11228",,"PA","Business 2151","Pharmacy",80,8,"NETS"
"10557","11166",,"PA","Business 6691","Grocery Store",72,12,"NETS"
"10557","11166",,"PA","Business 5750","Grocery Store",78,23,"NETS"
"10557","11166",,"PA","Business 3384","Clothing Store",95,9,"NETS"
"19807","11852","Fox Hollow","PA","Business 8864","Electronics Store",46,20,"NETS"
"19807","11852","Fox Hollow","PA","Business 1307","Electronics Store",85,22,"NETS"
"19807","11852","Fox Hollow","PA","Business 4017","Gas Station",1,9,"NETS"
"19807","11852","Fox Hollow","PA","Business 4331","Pharmacy",5,12,"NETS"
"19807","11852","Fox Hollow","PA","Business 775","Gas Station",10,7,"NETS"
"19807","11852","Fox Hollow","PA","Business 4093","Clothing Store",82,8,"NETS"
"19807","11852","Fox Hollow","PA","Business 2700","Clothing Store",66,15,"NETS"
"19807","11852","Fox Hollow","PA","Business 9607","Hardware Store",34,16,"NETS"
"19807","11852","Fox Hollow","PA","Business 5500","Clothing Store",36,8,"NETS"
"91903","11060","Liberty Meadows","PA","Business 4241","Hardware Store",36,3,"NETS"
"91903","11060","Liberty Meadows","PA","Business 5724","Grocery Store",21,3,"NETS"
"91903","11060","Liberty Meadows","PA","Business 8931","Electronics Store",28,14,"NETS"
"91903","11060","Liberty Meadows","PA","Business 1733","Restaurant",61,29,"NETS"
"91903","11060","Liberty Meadows","PA","Business 4340","Restaurant",25,12,"NETS"
"91903","11060","Liberty Meadows","PA","Business 6157","Clothing Store",33,4,"NETS"
"91903","11060","Liberty Meadows","PA","Business 4731","Pharmacy",66,1,"NETS"
"91903","11060","Liberty Meadows","PA","Business 4419","Pharmacy",29,20,"NETS"
"91903","11060","Liberty Meadows","PA","Business 6763","Pharmacy",67,24,"NETS"
"73691","11017",,"PA","Business 2759","Grocery Store",58,9,"NETS"
"73691","11017",,"PA","Business 823","Pharmacy",2,28,"NETS"
"73691","11017",,"PA","Business 4408","Restaurant",9,24,"NETS"
"73691","11017",,"PA","Business 4810","Pharmacy",42,26,"NETS"
"73691","11017",,"PA","Business 3086","Grocery Store",50,1,"NETS"
"46129","11704","Fox Hollow","PA","Business 5060","Restaurant",23,23,"NETS"
"46129","11704","Fox Hollow","PA","Business 8981","Hardware Store",16,1,"NETS"
"46129","11704","Fox Hollow","PA","Business 2570","Pharmacy",26,11,"NETS"
"46129","11704","Fox Hollow","PA","Business 6605","Restaurant",89,29,"NETS"
"46129","11704","Fox Hollow","PA","Business 6416","Pharmacy",93,10,"NETS"
"46129","11704","Fox Hollow","PA","Business 5020","Pharmacy",12,4,"NETS"
"46129","11704","Fox Hollow","PA","Business 9929","Grocery Store",28,27,"NETS"
"46129","11704","Fox Hollow","PA","Business 30","Electronics Store",80,27,"NETS"
"46129","11704","Fox Hollow","PA","Business 4850","Gas Station",53,25,"NETS"
"46129","11704","Fox Hollow","PA","Business 1141","Clothing Store",11,9,"NETS"
"65308","11361",,"PA","Business 541","Clothing Store",88,24,"NETS"
"65308","11361",,"PA","Business 9707","Hardware Store",45,26,"NETS"
"28623","11750",,"PA","Business 7278","Gas Station",24,3,"NETS"
"28623","11750",,"PA","Business 3063","Restaurant",16,30,"NETS"
"28623","11750",,"PA","Business 9319","Clothing Store",4,13,"NETS"
"28623","11750",,"PA","Business 5268","Pharmacy",61,24,"NETS"
"28623","11750",,"PA","Business 8056","Restaurant",27,22,"NETS"
"94953","11488","Coppermill Valley","PA","Business 5179","Gas Station",32,6,"NETS"
"94953","11488","Coppermill Valley","PA","Business 6168","Gas Station",30,5,"NETS"
"94953","11488","Coppermill Valley","PA","Business 7746","Restaurant",29,11,"NETS"
"94953","11488","Coppermill Valley","PA","Business 4741","Gas Station",73,21,"NETS"
"94953","11488","Coppermill Valley","PA","Business 7726","Clothing Store",70,7,"NETS"
"94953","11488","Coppermill Valley","PA","Business 3518","Electronics Store",49,1,"NETS"
"94953","11488","Coppermill Valley","PA","Business 8175","Gas Station",40,5,"NETS"
"94953","11488","Coppermill Valley","PA","Business 6663","Hardware Store",35,10,"NETS"
"94953","11488","Coppermill Valley","PA","Business 1339","Restaurant",85,10,"NETS"
"27955","11494",,"PA","Business 3454","Hardware Store",57,9,"NETS"
"03302","11059","Everwood Springs","PA","Business 5040","Restaurant",14,9,"NETS"
"03302","11059","Everwood Springs","PA","Business 1704","Gas Station",5,23,"NETS"
"03302","11059","Everwood Springs","PA","Business 4356","Hardware Store",17,20,"NETS"
"03302","11059","Everwood Springs","PA","Business 7188","Gas Station",71,18,"NETS"
"03302","11059","Everwood Springs","PA","Business 3111","Electronics Store",89,22,"NETS"
"03302","11059","Everwood Springs","PA","Business 4847","Pharmacy",55,17,"NETS"
"03302","11059","Everwood Springs","PA","Business 134","Gas Station",72,28,"NETS"
"03302","11059","Everwood Springs","PA","Business 1836","Grocery Store",94,18,"NETS"
"03302","11059","Everwood Springs","PA","Business 7566","Gas Station",76,15,"NETS"
"55209","11154","Silverstone Ridge","PA","Business 5874","Gas Station",25,15,"NETS"
"55209","11154","Silverstone Ridge","PA","Business 5284","Hardware Store",97,17,"NETS"
"55209","11154","Silverstone Ridge","PA","Business 7028","Grocery Store",57,4,"NETS"
"55209","11154","Silverstone Ridge","PA","Business 9463","Pharmacy",24,3,"NETS"
"55209","11154","Silverstone Ridge","PA","Business 1193","Grocery Store",95,11,"NETS"
"51897","11593",,"PA","Business 6160","Pharmacy",23,20,"NETS"
"51897","11593",,"PA","Business 691","Gas Station",64,29,"NETS"
"96062","11753","Everwood Springs","PA","Business 8999","Electronics Store",86,20,"NETS"
"96062","11753","Everwood Springs","PA","Business 9604","Gas Station",25,9,"NETS"
"96062","11753","Everwood Springs","PA","Business 2672","Gas Station",48,24,"NETS"
"96062","11753","Everwood Springs","PA","Business 3844","Hardware Store",44,22,"NETS"
"96062","11753","Everwood Springs","PA","Business 733","Clothing Store",11,11,"NETS"
"01847","11032",,"PA","Business 3592","Pharmacy",16,5,"NETS"
"11276","11218","Liberty Meadows","PA","Business 251","Electronics Store",29,26,"NETS"
"11276","11218","Liberty Meadows","PA","Business 7447","Pharmacy",2,25,"NETS"
"11276","11218","Liberty Meadows","PA","Business 5082","Electronics Store",56,4,"NETS"
"11276","11218","Liberty Meadows","PA","Business 7431","Grocery Store",50,16,"NETS"
"11276","11218","Liberty Meadows","PA","Business 1731","Electronics Store",51,10,"NETS"
"11276","11218","Liberty Meadows","PA","Business 4345","Gas Station",29,7,"NETS"
"60972","11327","Silverstone Ridge","PA","Business 3978","Pharmacy",10,15,"NETS"
"60972","11327","Silverstone Ridge","PA","Business 479","Clothing Store",72,27,"NETS"
"60972","11327","Silverstone Ridge","PA","Business 3157","Hardware Store",71,18,"NETS"
"60972","11327","Silverstone Ridge","PA","Business 2745","Electronics Store",5,27,"NETS"
"60972","11327","Silverstone Ridge","PA","Business 1171","Electronics Store",56,9,"NETS"
"60972","11327","Silverstone Ridge","PA","Business 967","Grocery Store",4,23,"NETS"
"60972","11327","Silverstone Ridge","PA","Business 15","Pharmacy",55,15,"NETS"
"60972","11327","Silverstone Ridge","PA","Business 1833","Grocery Store",63,15,"NETS"
"08412","11325",,"PA","Business 3347","Gas Station",89,30,"NETS"
"08412","11325",,"PA","Business 2721","Grocery Store",12,28,"NETS"
"08412","11325",,"PA","Business 4186","Hardware Store",68,26,"NETS"
"08412","11325",,"PA","Business 6966","Pharmacy",83,24,"NETS"
"08412","11325",,"PA","Business 961","Clothing Store",58,7,"NETS"
"46971","11625",,"PA","Business 9416","Gas Station",32,26,"NETS"
"46971","11625",,"PA","Business 6994","Electronics Store",6,30,"NETS"
"66737","11669","Liberty Meadows","PA","Business 3790","Hardware Store",40,23,"NETS"
"66737","11669","Liberty Meadows","PA","Business 5027","Grocery Store",40,21,"NETS"
"66737","11669","Liberty Meadows","PA","Business 5172","Restaurant",5,29,"NETS"
"66737","11669","Liberty Meadows","PA","Business 2600","Grocery Store",71,24,"NETS"
"66737","11669","Liberty Meadows","PA","Business 3927","Restaurant",31,14,"NETS"
"66737","11669","Liberty Meadows","PA","Business 7127","Hardware Store",66,20,"NETS"
"46355","11344",,"PA","Business 7245","Clothing Store",43,11,"NETS"
"46355","11344",,"PA","Business 5307","Clothing Store",79,3,"NETS"
"18535","11896",,"PA","Business 9021","Restaurant",16,16,"NETS"
"18535","11896",,"PA","Business 406","Restaurant",49,10,"NETS"
"18535","11896",,"PA","Business 6261","Hardware Store",49,27,"NETS"
"18535","11896",,"PA","Business 2232","Gas Station",96,17,"NETS"
"07111","11277",,"PA","Business 9284","Restaurant",99,23,"NETS"
"07111","11277",,"PA","Business 8862","Restaurant",41,10,"NETS"
"07111","11277",,"PA","Business 7921","Hardware Store",58,2,"NETS"
"07111","11277",,"PA","Business 1182","Clothing Store",87,14,"NETS"
"07111","11277",,"PA","Business 2112","Electronics Store",7,2,"NETS"
"72300","11560",,"PA","Business 3385","Pharmacy",40,23,"NETS"
"72300","11560",,"PA","Business 9371","Grocery Store",88,23,"NETS"
"41939","11341",,"PA","Business 9943","Electronics Store",60,15,"NETS"
"41939","11341",,"PA","Business 5726","Gas Station",27,10,"NETS"
"41939","11341",,"PA","Business 5712","Pharmacy",74,17,"NETS"
"85560","11421","Coppermill Valley","PA","Business 5041","Restaurant",20,8,"NETS"
"85560","11421","Coppermill Valley","PA","Business 104","Restaurant",8,12,"NETS"
"85560","11421","Coppermill Valley","PA","Business 9066","Clothing Store",40,23,"NETS"
"85560","11421","Coppermill Valley","PA","Business 5332","Electronics Store",34,13,"NETS"
"85560","11421","Coppermill Valley","PA","Business 1131","Clothing Store",61,5,"NETS"
"85560","11421","Coppermill Valley","PA","Business 896","Hardware Store",94,18,"NETS"
"85560","11421","Coppermill Valley","PA","Business 5701","Gas Station",17,9,"NETS"
"85560","11421","Coppermill Valley","PA","Business 9025","Hardware Store",65,20,"NETS"
"85560","11421","Coppermill Valley","PA","Business 6527","Clothing Store",82,1,"NETS"
"85560","11421","Coppermill Valley","PA","Business 8158","Grocery Store",18,5,"NETS"
"03366","11395",,"PA","Business 1651","Gas Station",63,8,"NETS"
"66984","11753",,"PA","Business 5031","Grocery Store",19,18,"NETS"
"66984","11753",,"PA","Business 3564","Pharmacy",42,26,"NETS"
"66984","11753",,"PA","Business 2261","Pharmacy",94,9,"NETS"
"66984","11753",,"PA","Business 4754","Restaurant",84,2,"NETS"
"87078","11186",,"PA","Business 5532","Pharmacy",66,1,"NETS"
"87078","11186",,"PA","Business 5122","Restaurant",71,2,"NETS"
"87078","11186",,"PA","Business 9561","Electronics Store",79,30,"NETS"
"12083","11480","Coppermill Valley","PA","Business 9494","Hardware Store",88,9,"NETS"
"12083","11480","Coppermill Valley","PA","Business 8868","Pharmacy",62,3,"NETS"
"12083","11480","Coppermill Valley","PA","Business 1404","Restaurant",82,2,"NETS"
"12083","11480","Coppermill Valley","PA","Business 2954","Pharmacy",62,1,"NETS"
"12083","11480","Coppermill Valley","PA","Business 7629","Hardware Store",87,19,"NETS"
"12083","11480","Coppermill Valley","PA","Business 1541","Electronics Store",90,5,"NETS"
"12083","11480","Coppermill Valley","PA","Business 2263","Gas Station",20,8,"NETS"
"12083","11480","Coppermill Valley","PA","Business 3245","Clothing Store",46,16,"NETS"
"12083","11480","Coppermill Valley","PA","Business 9278","Restaurant",91,16,"NETS"
"12083","11480","Coppermill Valley","PA","Business 7066","Grocery Store",83,15,"NETS"
"56286","11727",,"PA","Business 5333","Hardware Store",61,2,"NETS"
"56286","11727",,"PA","Business 9101","Pharmacy",13,6,"NETS"
"56286","11727",,"PA","Business 2074","Hardware Store",40,23,"NETS"
"42481","11523","Silverstone Ridge","PA","Business 5480","Restaurant",68,3,"NETS"
"42481","11523","Silverstone Ridge","PA","Business 432","Clothing Store",70,16,"NETS"
"42481","11523","Silverstone Ridge","PA","Business 7537","Electronics Store",37,4,"NETS"
"42481","11523","Silverstone Ridge","PA","Business 6610","Gas Station",20,30,"NETS"
"42481","11523","Silverstone Ridge","PA","Business 1398","Pharmacy",57,1,"NETS"
"42481","11523","Silverstone Ridge","PA","Business 544","Electronics Store",59,25,"NETS"
"42481","11523","Silverstone Ridge","PA","Business 5912","Gas Station",100,11,"NETS"
"96085","11087","Liberty Meadows","PA","Business 9579","Clothing Store",17,8,"NETS"
"96085","11087","Liberty Meadows","PA","Business 4933","Grocery Store",82,9,"NETS"
"96085","11087","Liberty Meadows","PA","Business 2335","Electronics Store",45,29,"NETS"
"96085","11087","Liberty Meadows","PA","Business 5031","Clothing Store",75,23,"NETS"
"96085","11087","Liberty Meadows","PA","Business 3651","Restaurant",78,27,"NETS"
"96085","11087","Liberty Meadows","PA","Business 4386","Gas Station",75,8,"NETS"
"96085","11087","Liberty Meadows","PA","Business 6108","Electronics Store",60,23,"NETS"
"96085","11087","Liberty Meadows","PA","Business 5171","Hardware Store",74,3,"NETS"
"96085","11087","Liberty Meadows","PA","Business 4665","Electronics Store",33,20,"NETS"
"96085","11087","Liberty Meadows","PA","Business 2526","Hardware Store",56,13,"NETS"
"81623","11484","Silverstone Ridge","PA","Business 7168","Restaurant",85,29,"NETS"
"81623","11484","Silverstone Ridge","PA","Business 4684","Gas Station",9,10,"NETS"
"81623","11484","Silverstone Ridge","PA","Business 3798","Restaurant",54,12,"NETS"
"81623","11484","Silverstone Ridge","PA","Business 9097","Hardware Store",52,3,"NETS"
"81623","11484","Silverstone Ridge","PA","Business 5568","Pharmacy",62,6,"NETS"
"81623","11484","Silverstone Ridge","PA","Business 6355","Pharmacy",81,2,"NETS"
"42868","11150",,"PA","Business 9772","Restaurant",13,3,"NETS"
"42868","11150",,"PA","Business 2787","Clothing Store",12,28,"NETS"
"42868","11150",,"PA","Business 3602","Clothing Store",18,10,"NETS"
"42868","11150",,"PA","Business 4665","Clothing Store",21,3,"NETS"
"63521","11092",,"PA","Business 2776","Gas Station",72,19,"NETS"
"63521","11092",,"PA","Business 7946","Restaurant",37,16,"NETS"
"63521","11092",,"PA","Business 1556","Electronics Store",43,11,"NETS"
"63521","11092",,"PA","Business 921","Gas Station",64,19,"NETS"
"51186","11498",,"PA","Business 3092","Grocery Store",54,16,"NETS"
"51186","11498",,"PA","Business 7463","Restaurant",74,8,"NETS"
"18970","11785",,"PA","Business 7661","Electronics Store",52,30,"NETS"
"18970","11785",,"PA","Business 1551","Grocery Store",4,30,"NETS"
"18970","11785",,"PA","Business 9110","Gas Station",18,22,"NETS"
"64687","11335",,"PA","Business 3721","Pharmacy",49,12,"NETS"
"49957","11546",,"PA","Business 5844","Electronics Store",78,16,"NETS"
"49957","11546",,"PA","Business 320","Electronics Store",30,13,"NETS"
"49957","11546",,"PA","Business 6154","Electronics Store",60,16,"NETS"
"49957","11546",,"PA","Business 3184","Pharmacy",43,6,"NETS"
"81019","11097","Coppermill Valley","PA","Business 3787","Grocery Store",34,30,"NETS"
"81019","11097","Coppermill Valley","PA","Business 7206","Clothing Store",100,24,"NETS"
"81019","11097","Coppermill Valley","PA","Business 2807","Electronics Store",70,15,"NETS"
"81019","11097","Coppermill Valley","PA","Business 9537","Electronics Store",24,4,"NETS"
"81019","11097","Coppermill Valley","PA","Business 8628","Restaurant",22,27,"NETS"
"22312","11841","Silverstone Ridge","PA","Business 6885","Hardware Store",48,24,"NETS"
"22312","11841","Silverstone Ridge","PA","Business 8128","Gas Station",93,11,"NETS"
"22312","11841","Silverstone Ridge","PA","Business 1690","Clothing Store",21,3,"NETS"
"22312","11841","Silverstone Ridge","PA","Business 2162","Restaurant",7,16,"NETS"
"22312","11841","Silverstone Ridge","PA","Business 7932","Gas Station",30,14,"NETS"
"64353","11291",,"PA","Business 3986","Restaurant",69,17,"NETS"
"64353","11291",,"PA","Business 3872","Clothing Store",11,18,"NETS"
"64353","11291",,"PA","Business 1422","Clothing Store",3,28,"NETS"
"64353","11291",,"PA","Business 1147","Pharmacy",49,21,"NETS"
"73796","11004","Fox Hollow","PA","Business 5247","Electronics Store",71,15,"NETS"
"73796","11004","Fox Hollow","PA","Business 8119","Gas Station",73,26,"NETS"
"73796","11004","Fox Hollow","PA","Business 4438","Clothing Store",20,21,"NETS"
"73796","11004","Fox Hollow","PA","Business 8417","Clothing Store",84,6,"NETS"
"73796","11004","Fox Hollow","PA","Business 3944","Hardware Store",80,12,"NETS"
"73796","11004","Fox Hollow","PA","Business 3912","Pharmacy",44,9,"NETS"
"73796","11004","Fox Hollow","PA","Business 1843","Hardware Store",10,18,"NETS"
"66844","11246","Fox Hollow","PA","Business 5129","Gas Station",6,27,"NETS"
"66844","11246","Fox Hollow","PA","Business 2778","Electronics Store",52,4,"NETS"
"66844","11246","Fox Hollow","PA","Business 1324","Hardware Store",98,3,"NETS"
"66844","11246","Fox Hollow","PA","Business 2145","Gas Station",79,3,"NETS"
"66844","11246","Fox Hollow","PA","Business 4281","Pharmacy",64,11,"NETS"
"66844","11246","Fox Hollow","PA","Business 187","Hardware Store",44,24,"NETS"
"66844","11246","Fox Hollow","PA","Business 6419","Pharmacy",41,17,"NETS"
"66844","11246","Fox Hollow","PA","Business 712","Pharmacy",15,15,"NETS"
"66844","11246","Fox Hollow","PA","Business 2770","Pharmacy",86,6,"NETS"
"82487","11118",,"PA","Business 4118","Clothing Store",4,19,"NETS"
"82487","11118",,"PA","Business 5832","Hardware Store",60,30,"NETS"
"20439","11553","Silverstone Ridge","PA","Business 8698","Grocery Store",63,13,"NETS"
"20439","11553","Silverstone Ridge","PA","Business 7707","Hardware Store",40,30,"NETS"
"20439","11553","Silverstone Ridge","PA","Business 7144","Electronics Store",1,13,"NETS"
"20439","11553","Silverstone Ridge","PA","Business 9258","Gas Station",43,8,"NETS"
"20439","11553","Silverstone Ridge","PA","Business 532","Clothing Store",62,6,"NETS"
"20439","11553","Silverstone Ridge","PA","Business 6342","Grocery Store",59,6,"NETS"
"20439","11553","Silverstone Ridge","PA","Business 3788","Electronics Store",87,27,"NETS"
"20439","11553","Silverstone Ridge","PA","Business 9268","Grocery Store",45,22,"NETS"
"20439","11553","Silverstone Ridge","PA","Business 3197","Clothing Store",84,28,"NETS"
"67538","11377","Everwood Springs","PA","Business 7874","Hardware Store",2,28,"NETS"
"67538","11377","Everwood Springs","PA","Business 3035","Restaurant",100,3,"NETS"
"67538","11377","Everwood Springs","PA","Business 2383","Restaurant",44,5,"NETS"
"67538","11377","Everwood Springs","PA","Business 1159","Grocery Store",37,26,"NETS"
"67538","11377","Everwood Springs","PA","Business 6094","Grocery Store",2,4,"NETS"
"67538","11377","Everwood Springs","PA","Business 8975","Hardware Store",97,21,"NETS"
"67538","11377","Everwood Springs","PA","Business 4239","Grocery Store",75,5,"NETS"
"67538","11377","Everwood Springs","PA","Business 4547","Clothing Store",33,8,"NETS"
"67538","11377","Everwood Springs","PA","Business 1137","Hardware Store",92,17,"NETS"
"67538","11377","Everwood Springs","PA","Business 47","Grocery Store",18,4,"NETS"
"29708","11331","Liberty Meadows","PA","Business 9538","Pharmacy",56,24,"NETS"
"29708","11331","Liberty Meadows","PA","Business 7938","Grocery Store",47,22,"NETS"
"29708","11331","Liberty Meadows","PA","Business 1703","Hardware Store",53,17,"NETS"
"29708","11331","Liberty Meadows","PA","Business 5853","Hardware Store",58,8,"NETS"
"29708","11331","Liberty Meadows","PA","Business 5795","Hardware Store",68,20,"NETS"
"29708","11331","Liberty Meadows","PA","Business 3887","Clothing Store",16,23,"NETS"
"29708","11331","Liberty Meadows","PA","Business 8759","Gas Station",6,4,"NETS"
"29708","11331","Liberty Meadows","PA","Business 4071","Gas Station",40,23,"NETS"
